word,voc_easy
redress,"<div>The verb redress is used when you are supposed to fix a problem and make amends. You want your parents to redress the fact that you don't have a pet. Your parents offer to get a hamster, but instead, you say you want a monkey.</div>"
red scare,<div>Use the term red scare when you're talking about a time in history when a group or government promoted a fear of communism that spread widely through the population.</div>
red tape,"<div>Use the phrase red tape when you're talking about something that takes much longer than it should and involves more procedures, forms, or rules than make sense.</div>"
reduce,"<div>You reduce something when you lessen its volume, size, or degree. That's why we say when someone goes on a diet, it's because they want to reduce; it's a polite way of suggesting they need to drop pounds and become a smaller size.</div>"
reduced,"<div>A reduced thing has been lessened or subtracted from. If you want to ride your bike in Italy and you’re on a budget, look for reduced airfare. For a reduced risk of injury, wear a helmet when you get there.</div>"
reduction,"<div>Reduction is the act of cutting back or making smaller, like the reduction of a school budget that makes it necessary to eliminate art and music programs.</div>"
reductionism,"<div>Reductionism is the act of oversimplifying an issue, breaking it down into small parts that don't reflect how complex it actually is. Political scientists might accuse journalists of reductionism when they briefly sum up a complicated topic.</div>"
reductionist,"<div>If someone believes that you can break complex theories into simple, smaller parts, you can call that person a reductionist. A reductionist might explain religion, for example, as simply an attempt to explain why the world exists.</div>"
reductive,"<div>Reductive things oversimplify information or leave out important details. A reductive argument won't win a debate, because it tries to make a complex issue much too simple.</div>"
redundancy,"<div>Use the noun redundancy to refer to something that's needlessly repeated. As much as you hate the redundancy of math drills, you have to admit that repetition is how you learned to multiply in the first place.</div>"
redundant,<div>The word redundant applies to things that are unnecessary or could be left out. Calling a blank sheet of paper empty is redundant.</div>
redux,"<div>Redux describes something that happens all over again. Some people describe the pressure to fit in with the different groups of people at work as ""high school redux.""</div>"
reed,"<div>A reed is a woody plant with long, slender leaves. Reeds need a lot of moisture, and they usually grow in or near a marsh.</div>"
reef,"<div>A reef is a raised area on the ocean floor that's made of rock, coral, or sand. If you are a scuba diver, head to a coral reef to check out the diverse marine life.</div>"
reek,"<div>It smells absolutely rotten and offensive. Birds are falling from the sky because of the fumes. You might throw up from one whiff. Whatever it is, it reeks.</div>"
reel,"<div>A reel is a cylinder that can be wound with flexible material like film or fishing line. If you found dozens of reels of old home movies in your grandparents' attic, you'd search for a projector.</div>"
reelect,"<div>To reelect someone is to choose them again for some public office. If enough of your neighbors cast their votes for you to continue being the town dogcatcher, they'll reelect you.</div>"
re-emphasize,"<div>When you make a clear point again, you re-emphasize it. Politicians running for office tend to re-emphasize the same points over and over....and over again.</div>"
reenactment,"<div>A reenactment is a restaging or recreation of an earlier event. History buffs do reenactments of the Civil War, where men grow bushy mustaches and pretend to shoot at each other with muskets</div>"
reestablish,"<div>Use the verb reestablish to describe what you do when you set something up again, or bring it back. You might try to reestablish your place as the best math student in class after a terrible midterm grade.</div>"
reevaluate,"<div>When you consider or examine something again, you reevaluate it. If a child catches her dad leaving a quarter under her pillow, it will make her reevaluate her belief in the Tooth Fairy.</div>"
reexamine,<div>To reexamine something is to consider or inspect it again. A detective might need to go back and reexamine the scene of a crime several times during her investigation.</div>
ref,"<div>A ref is the person who arbitrates conflicts during a sports match or game, and makes sure everyone's playing by the rules. If your team gets a bad call, blame the ref.</div>"
refectory,"<div>A fancy word for a dining hall, or a place for communal meals, is a refectory. It is usually used to describe a dining hall in a religious institution, like where monks eat together.</div>"
refer,"<div>If you refer to something, you consult it. To check your spelling, you refer to a dictionary. If you want to know when your spring break starts, you can refer to your class schedule.</div>"
referee,"<div>That guy on the field in black and white stripes? He's a referee, an official in a sport like football or basketball who enforces the rules.</div>"
reference,"<div>If you are writing a report for school, you are probably relying on a few references, or sources, for information. Or, if you are applying for a job, you may count on a reference from a previous boss to help you get the job.</div>"
referendum,<div>A referendum is an official vote on a specific issue. It's often part of a larger election.</div>
referent,"<div>A referent is what a word or symbol stands for. The referent is the concrete thing that’s being referred to, so an actual chair would be the referent of the word chair.</div>"
referential,"<div>Anything that alludes or refers to something else is referential. Many hip-hop songs are referential, using samples of other songs, mentioning them, or quoting them.</div>"
referral,"<div>A referral sends someone somewhere, often for help or advice. You'll need a referral from your doctor in order to see a specialist.</div>"
refill,"<div>To refill is to fill something again, the way you refill your motorcycle's gas tank or refill your cat's water bowl when you notice it's almost empty.</div>"
refinance,"<div>To refinance a loan is to start the terms over again, usually with a lower interest rate. If you buy a house with a mortgage at a high interest rate, you may be able to refinance later and pay less each month.</div>"
refine,"<div>When you refine something, you make it better. Whether it's sugar or an essay, refining it requires fixing its flaws.</div>"
refined,"<div>Something that's refined has gone through a process to remove impurities. An oil refinery removes impurities from oil. When a person's refined, they have good manners and good taste.</div>"
refinement,<div>Do you know which fork is for your salad and which one is for dessert? Then you have some refinement — good manners and taste.</div>
refinery,"<div>A refinery is a facility where raw materials are converted into some valuable substance by having impurities removed. At an oil refinery, crude oil is treated and made into gasoline and other petroleum products.</div>"
refining,<div>Refining is the process of reducing the impurities in a substance. You can't turn crude oil into gasoline without first refining it.</div>
reflect,"<div>Something that reflects comes back to you. If you look in a mirror, you will see your reflected image. If you reflect on your past experiences, you look at them once again thoughtfully.</div>"
reflection,"<div>Your reflection is what you see in the mirror. Other things that bounce back at you are also reflections — light waves, sound waves, even your thoughts.</div>"
reflective,"<div>Reflective is an adjective that can describe a person who thinks things through, or a surface that reflects light or sound, like the reflective lettering on a stop sign.</div>"
reflex,"<div>A reflex is an action your body does without your thinking about it, like sneezing, or jumping a little when you dream you’re falling. If you suddenly catch a ball before it crashes into a window, you have quick reflexes.</div>"
reflexive,<div>Something reflexive is completely involuntary. You can't help it. You might give a reflexive scream of fright if a bat flies in your face.</div>
reflux,<div>Use the noun reflux to talk about a medical condition that gives you an acidic taste in your mouth and a burning feeling in your chest.</div>
refocus,"<div>The verb refocus means to readjust an optical device. If you are looking at the planets with a telescope, you may have to refocus the telescope to make everything come in clearly.</div>"
reform,"<div>When you reform something, you change it for the better. If you're running for President, you might promise to reform government, although it's easier to promise reform than to actually accomplish it.</div>"
reformation,"<div>Reformation means making changes to something with the intention of setting it back on the right path. Your life will be easier after the reformation of the transportation system, when the buses run more frequently.</div>"
reformed,<div>Someone who's reformed is changed in a positive way. A reformed bully has stopped shoving smaller kids around and makes a point of treating everyone kindly.</div>
reformulate,"<div>To reformulate is to rework or improve an original plan. If your bottle rocket goes off course, crashing into your kitchen window, you will want to reformulate the flight plans before you launch it again.</div>"
refract,"<div>Things that refract light — like lenses and prisms — bend it. If you've looked through a water droplet on a car windshield, you've seen water refract light.</div>"
refraction,<div>Refraction is the bending of light or sound as it passes through something like a wall (sound) or a window (light).</div>
refractory,"<div>Imagine yourself pulling a dog who doesn't want to walk. The dog is refractory, or stubbornly resisting your authority.</div>"
refrain,"<div>When someone burps in a quiet classroom it can be hard to refrain from laughing. Use the verb refrain if you have a sudden impulse to do something, and you have stopped yourself from doing it.</div>"
refreshing,"<div>Something is refreshing if it reinvigorates you, or seems new and exciting. The offer of a refreshing glass of iced tea would be especially refreshing if it came from your normally cranky sister.</div>"
refrigerate,"<div>To refrigerate something is to preserve it by keeping it cool. A gallon of milk might last a week if you refrigerate it, but it will be spoiled after a day or so if you leave it on the kitchen counter.</div>"
refrigerator,<div>A refrigerator is a kitchen appliance where you can store your perishable food at a cool temperature. You should store your milk and meat in the refrigerator to keep them from spoiling.</div>
refuge,"<div>To take refuge is to find a safe place. You might take refuge under a bridge in a hail storm, or in a basement during a tornado.</div>"
refugee,<div>A refugee is someone who has left a dangerous place for a less dangerous place. You could help refugees from a hurricane by bringing them food and blankets.</div>
refulgent,"<div>If someone tells you that you have refulgent eyes, they mean that your eyes shine brightly, like the stars. This suggests that your special someone is the poetic type, since refulgent is a literary way of saying ""bright.""</div>"
refund,"<div>To refund is to give money back, especially when someone isn't satisfied with an item they bought or the service they got. If you complain that your restaurant food is undercooked, the manager may refund your money.</div>"
refurbish,"<div>Whether it’s a bike, an old computer, or a tennis stadium, when you refurbish something you clean it up and make it look or perform better.</div>"
refusal,<div>A refusal is when you absolutely won't do something. A little kid's refusal to eat his broccoli might result in his mother's refusal to take him out for ice cream after dinner.</div>
refuse,"<div>To refuse is to decline, deny, reject, or resist. If a stranger offers you candy, you should politely refuse.</div>"
refutation,<div>A refutation proves that something is false. Refutations pop up often in law debates and philosophical arguments.</div>
refute,"<div>The verb refute is to prove that something is wrong. When the kids you're babysitting swear they brushed their teeth, you can refute their claim by presenting the dry toothbrushes.</div>"
regain,"<div>After you get off of a crazy carnival ride, you'll probably have to regain your balance, or get it back.</div>"
regal,"<div>Even though he was homeless, Dan had a regal bearing. Regal is an adjective that describes things that appear to be royal.</div>"
regale,"<div>You may have heard it said that the fastest way to a person’s heart is through his stomach. So, if you need to please or impress someone, regale them — that is, treat them to lavish food and drink.</div>"
regalia,"<div>Regalia is clothing worn for formal functions by people who will be in the public eye. If you see Miss America at the grocery store, you might not recognize her because she's not wearing her pageant regalia.</div>"
regard,"<div>When you give someone a good, long look, you regard them. It can also mean ""to believe,"" as in ""I regard her as my best friend.""</div>"
regardless,"<div>If something is done without consideration, it's done regardless, usually followed by the word ""of."" Today you can sit wherever you'd like on a bus, regardless of your race, but this wasn't always the case.</div>"
regatta,"<div>A regatta is an organized series of boat races. In a regatta, yachts or sailboats usually participate, but some regattas focus on rowboats or powerboats.</div>"
regenerate,"<div>Starfish are famous for their ability to regenerate, or regrow, a lost arm. Anything that revives in this magical way can be said to regenerate.</div>"
regeneration,<div>Regeneration involves remaking something. Your city may plan regeneration efforts to spruce up a riverfront area that has fallen on hard times.</div>
regent,"<div>In a monarchy, if the king gets too sick to rule his country, a regent steps in to run things temporarily.</div>"
regicide,"<div>Regicide is the killing of a king (or queen.) From the Latin regis, meaning ""king"" and the ancient French cide, meaning ""killer."" Today it can also be applied to politicians who topple a president or prime minister.</div>"
regime,<div>A regime is the ruling government of a country. The amount of freedom and restriction that citizens of a country have can change from regime to regime.</div>
regimen,"<div>A regimen is a systematic plan for some kind of therapy. If your doctor tells you to eat more vegetables, cut out potato chips, exercise, and take vitamins, he is prescribing a regimen for better health.</div>"
regiment,<div>Use the word regiment to describe a military unit that is smaller than a division: “Geoff’s new regiment consisted of three battalions that had been based in Alabama.”</div>
region,"<div>A region is an area. A region can be geographic — like a part of a country. A region can be intellectual — like a region of the mind. There are also bodily regions — like abdominal, thoracic, and posterior.</div>"
regional,"<div>Regional is bigger than local and smaller than national. The local weather forecast covers your city and perhaps a few suburbs; the regional forecast gives you more: maybe a slew of counties, maybe the whole state, maybe even several states.</div>"
register,"<div>Register has several meanings, but one of the most common is to write down or record officially. Like registering your car with the DMV and registering for classes at the beginning of a semester.</div>"
registrar,<div>A registrar is the head of a university's record-keeping department. It's the job of the registrar to keep track of class schedules and a record of students' grades.</div>
registration,"<div>Registration is the act of enrolling in something, like a school. There is also registration for voters and drivers and people attending a conference.</div>"
regress,"<div>To regress is to return to a former state or condition, and not usually in a good way. It often means ""relapse"" or ""get worse.""</div>"
regression,"<div>When you experience regression, you ""go back"" in some way. If you've been trying to break your sugar habit but one day eat several pieces of cake, that's regression.</div>"
regressive,"<div>Use the adjective regressive to describe something that moves backward instead of forward, like a society that grants women fewer and fewer rights each year.</div>"
regret,<div>To regret something is to wish it had never happened. Wish you hadn't reached for that fourth piece of chocolate cake? You regret it.</div>
regretful,"<div>Regretful describes the feeling of being sorry for something you did — or didn't do — or something that happened. If you are regretful about how you treated your brother when you were little, you now wish you had been nicer.</div>"
regretfully,"<div>Use the adverb regretfully to mean ""with regret"" — the sorrow you feel about something that has already happened. For example, little kids would regretfully turn over the candy bars they stole from the grocery store.</div>"
regrettable,<div>Regrettable describes things that make you feel sorry. Letting your sister borrow your own snow shovel became a regrettable decision the moment the big storm started.</div>
regrettably,"<div>The sentence adverb regrettably is good for expressing regret, or sorrow, about an unfortunate event. If you forgot that today, May 5th, is your brother's birthday, you might say, ""Regrettably, I thought today was the fourth.""</div>"
regroup,"<div>When you regroup, you shuffle things around and structure or organize them in a new way. After an out-of-control day at camp, the counselors might want to regroup and make a new plan for the next day.</div>"
regrow,"<div>When something starts growing again after being hurt or grows in the place of something that's lost, it regrows. Even if you hate your new crewcut, you can console yourself that your hair will regrow.</div>"
regular,"<div>The adjective regular is useful for describing something that happens in a specific way again and again, like your regular tasks at work.</div>"
regularity,"<div>Something that happens with regularity is typical and expected. Fashion trends change with regularity, which is great for stores that want to sell you a new wardrobe every year.</div>"
regularly,"<div>When you do something regularly, you do it on a repeated, frequent basis. If you visit your grandfather every Thursday afternoon, you can say you see him regularly.</div>"
regulate,"<div>The on-off spigot regulates the flow of water into your bathtub. When a government regulates an industry, they set standards the industry must follow. To regulate means to impose control.</div>"
regulation,"<div>If you declare that Fridays are Pajama Day, did you create a regulation? No. A regulation is a rule put in place by some authority, such as a government. In fact, there might already be a regulation on the books: No pajamas in school.</div>"
regulatory,"<div>Regulatory describes something that holds you to the rules. Detention is regulatory, as are other kinds of punishments. When your mom tells you not to run in the house, she’s being regulatory.</div>"
regurgitate,"<div>To regurgitate is to bring already swallowed food back up through one's throat and out the mouth. Not so nice in humans, but much more understandable (if still gross) in birds — who feed their baby chicks by regurgitating.</div>"
rehabilitate,"<div>If you have been in a bad accident or have an addiction problem, you may go away for a stretch of time to rehabilitate yourself or, in other words, bring yourself back to health.</div>"
rehabilitation,"<div>Rehabilitation is the act of restoring something to its original state, like the rehabilitation of the forest that had once been cleared for use as an amusement park.</div>"
rehash,"<div>When you rehash something, you use it again without altering or changing it much. Your favorite band's new album will be a disappointment if they just rehash all their old hits.</div>"
rehearsal,"<div>A rehearsal is a practice, especially for a performance of some kind. You're likely to be nervous about your magic show if the rehearsal goes badly.</div>"
rehearse,"<div>When you rehearse, you practice something. You and your cast mates will need to rehearse for several weeks before you'll be ready to perform the entire two hours and forty-five minutes of the musical ""Hamilton.""</div>"
reification,<div>Reification is when you think of or treat something abstract as a physical thing.</div>
reify,"<div>When you reify something abstract, you make it real. You might reify your affection for Italy by hanging posters of the Italian Riviera on your wall and cooking Italian food every night.</div>"
reign,"<div>Rain falls from above, and people who reign rule from a position above others. They reign over countries and governments, and even over businesses and arts, as in ""She used to reign over punk music, always topping the charts.""</div>"
reignite,"<div>To reignite something is to light it on fire again. If you want to reignite your campfire after pouring a pail of water on it, you'll have to find some dry wood.</div>"
reimburse,"<div>If you buy a basketball for your school team with your own money, and you ask your coach to reimburse you, you are asking him to pay you back. To reimburse is to compensate for an expense or loss.</div>"
reimbursement,"<div>A reimbursement is a repayment for money you've already spent. When you travel for work, you get a reimbursement for your work-related expenses, like hotel bills and plane tickets, but you'll have to pay for that trip to the circus yourself.</div>"
rein,"<div>Rein is both a noun and a verb for guiding and restraining. You can use the long strap, or rein, on a horse to control its speed and direction, and you can rein in your own tongue by closing your mouth.</div>"
reincarnation,"<div>If you believe in reincarnation, you believe that after death a person's soul is reborn in another body. Certain religions hold this belief as a central tenet, including Hinduism and Buddhism.</div>"
reindeer,"<div>A reindeer is a large, hoofed mammal with antlers. Contrary to popular Christmas folklore, reindeer can't really fly. Shhhhh.</div>"
reinforce,<div>To reinforce means to make stronger. You can reinforce your roof by putting some extra supports under it.</div>
reinforced,"<div>When something is reinforced, it is stronger or more supported than before, like a reinforced attitude that is stronger because peers and family members also have it, or a reinforced floor that has extra pillars and beams holding it up from below.</div>"
reinforcement,"<div>Reinforcement is a way to learn and remember things, like a student who repeats the facts he has studied for a test over and over, or the ways we praise children when they share their toys or say ""please"" and ""thank you"" — reinforcement of the good manners we want them to use.</div>"
reinstate,"<div>When you reinstate someone, you return that person to a position or job. A principal might reinstate a laid off teacher when the school starts hiring again.</div>"
reinterpret,"<div>If you re-examined the meaning of something and found something new or different, you reinterpreted it. You thought that when Brian said, ""I love you,"" he meant as a friend, but you may want to reinterpret the meaning of those words since he bought you a diamond ring.</div>"
reinterpretation,"<div>If something is explained or defined in a new or different way, you can say it is a reinterpretation. If you see a rap version of Shakespeare's ""Romeo and Juliet,"" that is a reinterpretation.</div>"
reinvent,<div>To reinvent something is to completely change or remake it so thoroughly that it seems brand new. The driverless car is going to reinvent the way people think about driving.</div>
reinvigorate,"<div>To reinvigorate is to give someone or something new strength and energy. If you're feeling sleepy, you might need a nap or a walk around the block to reinvigorate you.</div>"
reiterate,"<div>To reiterate something is to say or do something again, or many times. Let me reiterate: if you repeat yourself, you're reiterating the thing you originally said.</div>"
reject,"<div>When you reject something, you rule it out or dismiss it. If you're trying to pick a fancy restaurant to go to for your birthday, you'll probably reject the diner you went to just yesterday.</div>"
rejection,"<div>The noun rejection can refer to the actual act of rejecting something or to the feeling one has after being rejected. In other words, you might have feelings of rejection after experiencing the rejection of others.</div>"
rejoice,"<div>To rejoice is to be incredibly happy, or to express your incredible happiness. If you just won millions in the lottery, you might rejoice by screaming at the top of your lungs.</div>"
rejoicing,<div>Rejoicing is celebration or festivity. There will be great rejoicing when your favorite cousin comes home after his three years away in the Peace Corps.</div>
rejoinder,"<div>A rejoinder usually means a witty comeback. If someone asks you a silly question like, ""Are you painting?"" when you are holding a paint can and a brush, your rejoinder could be, ""No, I'm just doing my nails.""</div>"
rejuvenate,"<div>When you make something young again or give it more life and energy, you rejuvenate it. For example, you can often rejuvenate a not-quite-dead plant, bringing it back to health with some water and some TLC.</div>"
rejuvenation,<div>Rejuvenation is the act of making something newly fresh or full of energy. Rejuvenation makes something old seem young again.</div>
rekindle,"<div>Use the verb rekindle when you're trying to get something started again, like a fire or a romance.</div>"
relapse,"<div>A relapse is a decline, especially of someone's health. If your grandmother survived cancer only to have it return two years later, you could say she suffered a relapse.</div>"
relate,"<div>The verb relate means ""to make a connection."" If you can relate to someone's story, something like that has happened to you.</div>"
related,<div>Things are related when there's some connection or similarity between them. The fact that you caught a cold might be related to the fact that the kids you babysat sneezed and coughed all night long.</div>
relation,"<div>Relation is a word that can describe a connection — between relatives or any two entities. You might consider your cousin as your relation, and you might have strained relations with him over your grandmother's estate.</div>"
relationship,"<div>When you're in a relationship, you're emotionally involved or at least connected in some way. If you're related to somebody — your parents, your aunts and uncles, your cousins — you share a family relationship with them.</div>"
relative,"<div>A relative is a person who is part of your family. Parents, siblings, uncles, aunts, grandparents, cousins, nieces and nephews — they're all relatives.</div>"
relatively,"<div>Use relatively when you want to make a statement about something compared to something else. After a zero degree day, 30 degrees might feel relatively warm.</div>"
relativism,"<div>Relativism is the belief that there's no absolute truth, only the truths that a particular individual or culture happen to believe. If you believe in relativism, then you think different people can have different views about what's moral and immoral.</div>"
relativity,"<div>Relativity is the word for how things only have importance in relation to other things. In physics, relativity refers to Einstein's theory that time and space are not absolute.</div>"
relax,"<div>Relax is a verb that describes feeling less stressed out or tense. If you want to relax after a crazy day at school, you might watch TV, take a nap, or do yoga to help you unwind.</div>"
relaxation,"<div>The noun relaxation describes the act of making something less strict. If your boss announces a relaxation of the company dress code, that means lots of happy people will be wearing jeans to work.</div>"
relaxed,"<div>Most people like to feel relaxed: when we're relaxed, we're not nervous or overexcited. We're cool and collected. Rules are looser when relaxed, too.</div>"
relaxing,"<div>Relaxing things are soothing: they make you feel calm, happy, and at ease.</div>"
relay,"<div>If you relay something, you pass it to another person. When you relay the information that your pet monkey is known to attack people to your neighbors, you should bring a basket of muffins.</div>"
release,"<div>To release something or someone is to set it free, like a caged animal or a prisoner. “I shall be released” is a famous refrain from a 1967 Bob Dylan song that has come to symbolize political freedom around the world.</div>"
relegate,"<div>Relegate means assign to a lower position. If the quarterback of the football team stops making decent throws he might be relegated to the position of benchwarmer, while another kid is given the chance to play.</div>"
relent,<div>Being unwilling to relent is a good qualification for a sales person. You have to keep trying to make the sale and never give in until you've made it.</div>
relentless,"<div>Relentless is a good word for describing something that's harsh, unforgiving, and persistent, like the hot sun in the desert, or a cold that keeps you in bed for days with a nose like a strawberry.</div>"
relevance,<div>To know the relevance of something is to know why it matters or how it is important. I don't understand the relevance of this discussion: it doesn't seem important to me.</div>
relevant,<div>Something is relevant if it's appropriate or connected to the matter at hand. Relevant things are helpful and on point.</div>
reliability,"<div>It's nice when someone compliments your reliability because it means they think you are dependable. Things that are known for reliability? Your best friend, sunrise, sunset and unfortunately also taxes.</div>"
reliable,"<div>Calling something reliable means you can count on it to come through when you need it; it's dependable. If you're headed out for an around-the-world sailing trip, hopefully your lifejacket is reliable.</div>"
reliance,"<div>The word reliance is the noun form of the verb rely, which means to depend. Your reliance on the Internet for your information will be your undoing, if the power ever goes out.</div>"
reliant,"<div>To be reliant is to depend on someone or something. When you're reliant on a person, you need that person.</div>"
relic,"<div>A relic is a fragment from the past — one of Elvis's guitars, an ancient piece of pottery or even an outmoded way of thinking -– that remains behind. Your dad might love his old albums, but to you, they're just relics.</div>"
relief,"<div>The noun relief means ""the act of reducing something unpleasant,"" like medicine that brings relief from your terrible headache.</div>"
relieve,"<div>To relieve is to ease a burden or take over for someone. An aspirin can relieve a headache, and a substitute can relieve the teacher who fell asleep on her desk after lunch.</div>"
relieved,"<div>Were you nervous about that math test because you didn't study hard enough? Well, you'll be relieved to learn that it's been canceled. You can relax! What a relief.</div>"
religion,"<div>Religion has two related meanings: it’s the belief that one or more divine beings are responsible for the fate of all human life, and it’s also an organization where people of a specific religion can express their beliefs.</div>"
religious,"<div>Religious, besides meaning ""having to do with religion,"" can also mean ""acting as if something is a religion."" If you have never missed a broadcast of your favorite TV show for the last five years, then you're religious about it.</div>"
religiously,"<div>If you do something religiously, you can be relied on to do it on a regular basis. If you never forget to floss your teeth at night, no matter how tired you are, you can say you floss religiously.</div>"
relinquish,"<div>If you relinquish something, you let it go. You relinquish control of the army when you resign as general. You relinquish your plan to sneak into town when your parents find out what's going on.</div>"
relinquishment,"<div>When you sacrifice something or give it up, that's relinquishment. The relinquishment of your position as student council president at the end of the school year might make you a little sad.</div>"
relish,"<div>Relish isn't just a hotdog topping. The verb relish means to enjoy something immensely. You may relish eating the relish on your hotdog, or you may relish taking an afternoon nap.</div>"
relocate,"<div>When you relocate, you move to a new location and settle into a new place. If you live in New York City but you get a job in Phoenix, you'll have to relocate to Arizona to start your new career.</div>"
relocation,"<div>Use the noun relocation to describe moving from one place to another, like a family's relocation that forced them to leave behind old friends but gave them the opportunity to make new ones in a different city.</div>"
reluctance,"<div>Reluctance means ""unwillingness."" Your reluctance to travel on an airplane would be understandable if you glimpsed the pilot and copilot wearing party hats and blowing noisemakers.</div>"
reluctant,"<div>If the adjective reluctant applies to you, it means that you are undergoing some inner struggle and are unwilling or unable to decide.</div>"
reluctantly,"<div>Reluctantly means ""with hesitation, doubt or dread."" You might reluctantly walk into the dentist's office for your appointment, knowing that you will soon feel the pain of a root canal. Ouch!</div>"
rely,<div>To rely is to have confidence in something. You might rely on staying in bed to make you feel better and rely on your friends to tell you everything you missed when you were sick.</div>
remain,"<div>To remain is to stay in the same place or situation. You can remain at home instead of going out to the movies with your friends, but that doesn't mean you won't remain friends.</div>"
remainder,<div>The remainder is whatever is left after the rest has been used up or taken away.</div>
remaining,"<div>If you have ten words left to study for a test, you have ten words remaining, or ten remaining words. Remaining means what's left or what hasn't been done yet.</div>"
remains,"<div>The word remains can mean a dead body, so a detective might investigate to find out if some bones found in a lake are human or non-human remains.</div>"
remand,"<div>In law, to remand is to send a case back to be reconsidered by another court — or to imprison someone who's been arrested until they go to trial.</div>"
remark,"<div>""If you see something, say something"" might translate into, ""If you remark something, make a remark."" Remark means to notice, and it also means to comment, as in, ""Keep your obnoxious remarks to yourself.""</div>"
remarkable,"<div>Something remarkable is unusual, exceptional, interesting, or excellent. Remarkable things get your attention.</div>"
remarry,"<div>To remarry is to get married again, after already having been married at least once. Your uncle might remarry at the age of 85, after fifty years of bachelorhood.</div>"
remediable,"<div>If it's remediable than it can be fixed or cured. Your dog's bad breath, dangerous shopping habits, and poison ivy are all remediable afflictions.</div>"
remedial,"<div>When you do poorly in a subject and get sent to a class that focuses on basic concepts and better study habits, you are taking a remedial class.</div>"
remediate,"<div>To remediate is to correct or make right. If you accidentally ran over your neighbor's bike with your car, you could remediate the bad situation by paying for the bike's repair.</div>"
remediation,<div>Remediation has to do with righting a wrong or correcting a fault. Students who can't read well or do their multiplication tables might need remediation to bring them up to speed.</div>
remedy,<div>A remedy is something that relieves or cures a problem or illness. Aloe vera is a common remedy for sunburn.</div>
remember,"<div>To remember is to recollect, or to call upon your memory. Remember that time you fell out of your tree house and bonked your head? No? Go figure.</div>"
remembrance,"<div>Remembrance is when someone remembers things — your grandfather might have uncanny remembrance of his childhood, for example.</div>"
remind,"<div>To remind is to cause someone to remember, as when George Orwell writes, ""The aim of a joke is not to degrade the human being, but to remind him that he is already degraded.""</div>"
reminder,"<div>A reminder helps you remember something. If you write ""don't forget lunch"" on your arm every morning, it means you need a reminder to grab your brown paper bag on your way out the door.</div>"
reminisce,"<div>Reminisce is a dreamy way of saying ""remember the past."" If you're swapping old stories with friends and remembering all the silly things you used to do, then you're reminiscing.</div>"
reminiscence,"<div>A reminiscence is a memory, or the act of recovering it. A visit to your old elementary school may flood your brain with reminiscences––things you hadn't thought of in years coming suddenly back.</div>"
reminiscent,"<div>If your uncle tells you that your outfit is reminiscent of the way your mother dressed when she was young, it means your clothes remind him of your mother. Hopefully that doesn't mean your mother is still dressing you.</div>"
remiss,"<div>If it's your turn to bring in the coffee and donuts for your early morning meeting, and you forget, then your co-workers can say that you were remiss in fulfilling your responsibility to keep them awake with sugar and caffeine. Don't expect to get much done at your meeting.</div>"
remission,"<div>Remission refers to a stage of lesser intensity, when something subsides or improves. Remission is usually a good thing — like when your cancer is in remission, it means that it is manageable and not getting any worse.</div>"
remit,"<div>If you send your client a bill for your consulting services, be sure to include your address so he knows where to remit the payment.</div>"
remittance,"<div>A remittance is a payment that gets sent somewhere else. If you get a bill in the mail, you will usually have at least a week to send your remittance.</div>"
remnant,"<div>A remnant is something that's left over, once the rest is used up. If you plan to sew a shirt using only a remnant, it might have to be a midriff shirt.</div>"
remonstrance,"<div>A remonstrance is an objection or protest, the expression of earnest opposition. Just like a protest, PETA members might hold a remonstrance outside a fashion show of a luxury fur and leather designer.</div>"
remonstrate,"<div>Remonstrate means to call someone on something that's wrong. If your mother yells at you in public, you might call this getting chewed out. She might call it remonstrating. Either way, it's embarrassing.</div>"
remorse,"<div>Remorse, a noun, is what you feel if you regret your actions or wish for another outcome.</div>"
remorseful,"<div>The adjective remorseful is good for describing someone who is really, really sorry — like a teenager who borrows his parents' car without asking and drives it into a tree.</div>"
remorseless,"<div>A person who is remorseless doesn't feel any guilt. If you're remorseless, you don't feel bad at all — even if you've done something terrible.</div>"
remote,"<div>Remote describes something far, far away, like a campsite way out in the woods, a distant planet, or the chance you'll win the lottery.</div>"
removable,"<div>Removable is an adjective used to describe something that can be taken away. A temporary tattoo is removable, but a real tattoo isn't.</div>"
removal,"<div>The word removal is the noun version of the verb to remove. When you ""re-move"" a sofa, you move it again by getting rid of it. You've seen to its removal.</div>"
remove,"<div>You can remove your name from a list, remove a stain from a t-shirt, or remove old furniture from your house. Whatever it is, when you remove something, you take it somewhere else or get rid of it completely.</div>"
removed,"<div>A person who is described as removed is acting emotionally distant, like he or she has been taken away.</div>"
remunerate,"<div>If I owe you money, then I need to remunerate you. To remunerate is to pay money that is owed.</div>"
remuneration,"<div>When you politely refuse your neighbor’s offer of remuneration for your efforts with the lawn, you may have made a mistake. Remuneration refers to payment for a service, so the neighbor was basically offering you cash.</div>"
remunerative,"<div>When something is remunerative, it means people get paid for it. Your job is remunerative, and if your research into new farming methods leads to a big government contract, then that also could be called remunerative.</div>"
Renaissance,"<div>The Renaissance was the period in Europe between the 14th and 17th centuries when there was a surge of interest in and production of art and literature. ""Renaissance art"" describes the style of art that came out of this period.</div>"
rend,"<div>The verb rend means to tear with force or violence, or into many pieces. Your parents won't be happy if your new kitten decides to rend their brand new curtains with her tiny claws.</div>"
